Event Message
[Anomaly] At 2014/12/20 05:44:01.840: Raichur-SLPR1(MVAR):Analog = -20714520.00; SLPR-RACHR1 (MVAR):Analog = -232224928.00; SLPR7:Voltage C:Magnitude = 431545.38
[Anomaly] At 2014/12/20 05:44:01.880: Raichur-SLPR1(MVAR):Analog = -20953626.00; SLPR-RACHR1 (MVAR):Analog = -232206496.00; SLPR7:Voltage A:Magnitude = 432313.56; SLPR7:Voltage B:Magnitude = 433278.50; SLPR7:Voltage C:Magnitude = 431530.25
[Anomaly] At 2014/12/20 05:44:01.920: Raichur-SLPR1(MVAR):Analog = -21101190.00; SLPR-RACHR1 (MVAR):Analog = -232176768.00; SLPR7:Voltage A:Magnitude = 432305.50; SLPR7:Voltage B:Magnitude = 433268.56; SLPR7:Voltage C:Magnitude = 431524.38
[Anomaly] At 2014/12/20 05:44:01.960: Raichur-SLPR1(MVAR):Analog = -21154062.00; SLPR-RACHR1 (MVAR):Analog = -232050064.00; SLPR7:Voltage A:Magnitude = 432295.22; SLPR7:Voltage B:Magnitude = 433255.72; SLPR7:Voltage C:Magnitude = 431518.16
[Anomaly] At 2014/12/20 05:44:02.000: Raichur-SLPR1(MVAR):Analog = -20792142.00; SLPR-RACHR1 (MVAR):Analog = -231947312.00; SLPR7:Voltage A:Magnitude = 432286.28; SLPR7:Voltage B:Magnitude = 433239.94; SLPR7:Voltage C:Magnitude = 431506.09
[Anomaly] At 2014/12/20 05:44:02.040: Raichur-SLPR1(MVAR):Analog = -20149458.00; SLPR-RACHR1 (MVAR):Analog = -231933888.00; SLPR7:Voltage A:Magnitude = 432283.66; SLPR7:Voltage B:Magnitude = 433233.66; SLPR7:Voltage C:Magnitude = 431503.84
[Anomaly] At 2014/12/20 05:44:02.080: Raichur-SLPR1(MVAR):Analog = -19607496.00; SLPR-RACHR1 (MVAR):Analog = -231943968.00; SLPR7:Voltage A:Magnitude = 432290.56; SLPR7:Voltage B:Magnitude = 433244.78; SLPR7:Voltage C:Magnitude = 431509.34
[Anomaly] At 2014/12/20 05:44:02.120: Raichur-SLPR1(MVAR):Analog = -19485522.00; SLPR-RACHR1 (MVAR):Analog = -231965488.00; SLPR7:Voltage A:Magnitude = 432289.53; SLPR7:Voltage B:Magnitude = 433249.44; SLPR7:Voltage C:Magnitude = 431509.88
[Anomaly] At 2014/12/20 05:44:02.160: Raichur-SLPR1(MVAR):Analog = -19641036.00; SLPR-RACHR1 (MVAR):Analog = -231986624.00; SLPR7:Voltage A:Magnitude = 432283.00; SLPR7:Voltage B:Magnitude = 433231.69; SLPR7:Voltage C:Magnitude = 431504.56
[Anomaly] At 2014/12/20 05:44:02.200: Raichur-SLPR1(MVAR):Analog = -19986486.00; SLPR-RACHR1 (MVAR):Analog = -232014128.00; SLPR7:Voltage A:Magnitude = 432277.59; SLPR7:Voltage B:Magnitude = 433220.00; SLPR7:Voltage C:Magnitude = 431495.34
[Anomaly] At 2014/12/20 05:44:02.240: Raichur-SLPR1(MVAR):Analog = -20535882.00; SLPR-RACHR1 (MVAR):Analog = -232019008.00; SLPR7:Voltage A:Magnitude = 432265.53; SLPR7:Voltage B:Magnitude = 433214.66; SLPR7:Voltage C:Magnitude = 431483.28
[Anomaly] At 2014/12/20 05:44:02.280: Raichur-SLPR1(MVAR):Analog = -20989854.00; SLPR-RACHR1 (MVAR):Analog = -231949712.00; SLPR7:Voltage A:Magnitude = 432258.53; SLPR7:Voltage B:Magnitude = 433212.06; SLPR7:Voltage C:Magnitude = 431472.28
[Anomaly] At 2014/12/20 05:44:02.320: Raichur-SLPR1(MVAR):Analog = -20989680.00; SLPR-RACHR1 (MVAR):Analog = -231896080.00; SLPR7:Voltage A:Magnitude = 432263.75; SLPR7:Voltage B:Magnitude = 433224.34; SLPR7:Voltage C:Magnitude = 431473.28
[Anomaly] At 2014/12/20 05:44:02.360: Raichur-SLPR1(MVAR):Analog = -20690382.00; SLPR-RACHR1 (MVAR):Analog = -231939072.00; SLPR7:Voltage A:Magnitude = 432273.53; SLPR7:Voltage B:Magnitude = 433231.59; SLPR7:Voltage C:Magnitude = 431484.59
[Anomaly] At 2014/12/20 05:44:02.400: Raichur-SLPR1(MVAR):Analog = -20200908.00; SLPR-RACHR1 (MVAR):Analog = -231977456.00; SLPR7:Voltage A:Magnitude = 432278.28; SLPR7:Voltage B:Magnitude = 433227.06; SLPR7:Voltage C:Magnitude = 431492.00
[Anomaly] At 2014/12/20 05:44:02.440: Raichur-SLPR1(MVAR):Analog = -20107686.00; SLPR-RACHR1 (MVAR):Analog = -232019584.00; SLPR7:Voltage A:Magnitude = 432282.53; SLPR7:Voltage B:Magnitude = 433222.31; SLPR7:Voltage C:Magnitude = 431496.47
[Anomaly] At 2014/12/20 05:44:02.480: Raichur-SLPR1(MVAR):Analog = -20037252.00; SLPR-RACHR1 (MVAR):Analog = -232138112.00; SLPR7:Voltage A:Magnitude = 432283.44; SLPR7:Voltage B:Magnitude = 433214.78; SLPR7:Voltage C:Magnitude = 431492.31
[Anomaly] At 2014/12/20 05:44:02.520: Raichur-SLPR1(MVAR):Analog = -19964874.00; SLPR-RACHR1 (MVAR):Analog = -232265008.00; SLPR7:Voltage A:Magnitude = 432282.00; SLPR7:Voltage B:Magnitude = 433220.50; SLPR7:Voltage C:Magnitude = 431488.59
[Anomaly] At 2014/12/20 05:44:02.560: Raichur-SLPR1(MVAR):Analog = -19740390.00; SLPR-RACHR1 (MVAR):Analog = -232396624.00; SLPR7:Voltage A:Magnitude = 432280.28; SLPR7:Voltage B:Magnitude = 433227.97; SLPR7:Voltage C:Magnitude = 431483.44
[Anomaly] At 2014/12/20 05:44:02.600: Raichur-SLPR1(MVAR):Analog = -19246890.00; SLPR-RACHR1 (MVAR):Analog = -232561920.00; SLPR7:Voltage A:Magnitude = 432275.47; SLPR7:Voltage B:Magnitude = 433221.25; SLPR7:Voltage C:Magnitude = 431474.25
[Anomaly] At 2014/12/20 05:44:02.640: Raichur-SLPR1(MVAR):Analog = -18825792.00; SLPR-RACHR1 (MVAR):Analog = -232633904.00; SLPR7:Voltage A:Magnitude = 432284.38; SLPR7:Voltage B:Magnitude = 433226.31; SLPR7:Voltage C:Magnitude = 431483.00
[Anomaly] At 2014/12/20 05:44:02.680: Raichur-SLPR1(MVAR):Analog = -18794406.00; SLPR-RACHR1 (MVAR):Analog = -232617392.00; SLPR7:Voltage A:Magnitude = 432289.53; SLPR7:Voltage B:Magnitude = 433237.09; SLPR7:Voltage C:Magnitude = 431494.03
[Anomaly] At 2014/12/20 05:44:02.720: Raichur-SLPR1(MVAR):Analog = -19118628.00; SLPR-RACHR1 (MVAR):Analog = -232546128.00; SLPR7:Voltage A:Magnitude = 432285.66; SLPR7:Voltage B:Magnitude = 433240.97; SLPR7:Voltage C:Magnitude = 431496.12
[Anomaly] At 2014/12/20 05:44:02.760: Raichur-SLPR1(MVAR):Analog = -19596174.00; SLPR-RACHR1 (MVAR):Analog = -232449792.00; SLPR7:Voltage A:Magnitude = 432290.84; SLPR7:Voltage B:Magnitude = 433241.34; SLPR7:Voltage C:Magnitude = 431491.47
[Anomaly] At 2014/12/20 05:44:02.800: Raichur-SLPR1(MVAR):Analog = -19899354.00; SLPR-RACHR1 (MVAR):Analog = -232470160.00; SLPR7:Voltage A:Magnitude = 432289.59; SLPR7:Voltage B:Magnitude = 433238.53; SLPR7:Voltage C:Magnitude = 431482.56
[Anomaly] At 2014/12/20 05:44:02.840: Raichur-SLPR1(MVAR):Analog = -20096766.00; SLPR-RACHR1 (MVAR):Analog = -232564240.00; SLPR7:Voltage A:Magnitude = 432278.12; SLPR7:Voltage B:Magnitude = 433238.28; SLPR7:Voltage C:Magnitude = 431477.47
[Anomaly] At 2014/12/20 05:44:02.880: Raichur-SLPR1(MVAR):Analog = -19907910.00; SLPR-RACHR1 (MVAR):Analog = -232633216.00; SLPR7:Voltage A:Magnitude = 432270.19; SLPR7:Voltage B:Magnitude = 433241.62; SLPR7:Voltage C:Magnitude = 431469.72
[Anomaly] At 2014/12/20 05:44:02.920: Raichur-SLPR1(MVAR):Analog = -19727022.00; SLPR-RACHR1 (MVAR):Analog = -232694048.00; SLPR7:Voltage A:Magnitude = 432269.38; SLPR7:Voltage B:Magnitude = 433235.50; SLPR7:Voltage C:Magnitude = 431465.78
[Anomaly] At 2014/12/20 05:44:02.960: Raichur-SLPR1(MVAR):Analog = -19692114.00; SLPR-RACHR1 (MVAR):Analog = -232807280.00; SLPR7:Voltage A:Magnitude = 432268.38; SLPR7:Voltage B:Magnitude = 433223.22; SLPR7:Voltage C:Magnitude = 431463.06
[Anomaly] At 2014/12/20 05:44:03.000: Raichur-SLPR1(MVAR):Analog = -20087160.00; SLPR-RACHR1 (MVAR):Analog = -232890512.00; SLPR7:Voltage A:Magnitude = 432261.06; SLPR7:Voltage B:Magnitude = 433213.06; SLPR7:Voltage C:Magnitude = 431459.38
[Anomaly] At 2014/12/20 05:44:03.040: Raichur-SLPR1(MVAR):Analog = -20371596.00; SLPR-RACHR1 (MVAR):Analog = -232918032.00; SLPR7:Voltage A:Magnitude = 432256.16; SLPR7:Voltage B:Magnitude = 433208.19; SLPR7:Voltage C:Magnitude = 431461.88
[Anomaly] At 2014/12/20 05:44:03.080: Raichur-SLPR1(MVAR):Analog = -20431116.00; SLPR-RACHR1 (MVAR):Analog = -232903664.00; SLPR7:Voltage A:Magnitude = 432262.84; SLPR7:Voltage B:Magnitude = 433220.66; SLPR7:Voltage C:Magnitude = 431471.47
[Anomaly] At 2014/12/20 05:44:03.120: Raichur-SLPR1(MVAR):Analog = -20001108.00; SLPR-RACHR1 (MVAR):Analog = -232868032.00; SLPR7:Voltage A:Magnitude = 432268.78; SLPR7:Voltage B:Magnitude = 433231.50; SLPR7:Voltage C:Magnitude = 431481.25
[Anomaly] At 2014/12/20 05:44:03.160: Raichur-SLPR1(MVAR):Analog = -19750422.00; SLPR-RACHR1 (MVAR):Analog = -232820352.00; SLPR7:Voltage A:Magnitude = 432257.81; SLPR7:Voltage B:Magnitude = 433212.47; SLPR7:Voltage C:Magnitude = 431464.88
[Anomaly] At 2014/12/20 05:44:03.200: Raichur-SLPR1(MVAR):Analog = -19635678.00; SLPR-RACHR1 (MVAR):Analog = -232713200.00; SLPR7:Voltage A:Magnitude = 432242.69; SLPR7:Voltage B:Magnitude = 433195.25; SLPR7:Voltage C:Magnitude = 431443.91
[Anomaly] At 2014/12/20 05:44:03.240: Raichur-SLPR1(MVAR):Analog = -19940382.00; SLPR-RACHR1 (MVAR):Analog = -232547856.00; SLPR7:Voltage A:Magnitude = 432249.53; SLPR7:Voltage B:Magnitude = 433205.91; SLPR7:Voltage C:Magnitude = 431459.00
[Anomaly] At 2014/12/20 05:44:03.280: Raichur-SLPR1(MVAR):Analog = -20395386.00; SLPR-RACHR1 (MVAR):Analog = -232448912.00; SLPR7:Voltage A:Magnitude = 432267.06; SLPR7:Voltage B:Magnitude = 433228.69; SLPR7:Voltage C:Magnitude = 431483.72
[Anomaly] At 2014/12/20 05:44:03.320: Raichur-SLPR1(MVAR):Analog = -20828106.00; SLPR-RACHR1 (MVAR):Analog = -232362368.00; SLPR7:Voltage A:Magnitude = 432255.59; SLPR7:Voltage B:Magnitude = 433229.12; SLPR7:Voltage C:Magnitude = 431484.47
[Anomaly] At 2014/12/20 05:44:03.360: Raichur-SLPR1(MVAR):Analog = -20814924.00; SLPR-RACHR1 (MVAR):Analog = -232272304.00; SLPR7:Voltage A:Magnitude = 432247.84; SLPR7:Voltage B:Magnitude = 433219.06; SLPR7:Voltage C:Magnitude = 431486.22
